"userid","user_type","country","age","gender","device","genre","spendingsegment","total_sessions","avg_ssesion_length","total_revenue","arppu","days_to_first_purchase","last_purchase_date","paymentmethod","revenue_by_payment","avg_check_by_payment"
"2cd9ff69-2a0d-4df7-82d5-400d609f66f5",Payer,Mexico,35.0,Female,Android,Simulation,Minnow,9,25.76,17.37,102.62,14.0,"2025-03-26",Credit Card,37564.64,91.62
d17030c2-e861-4028-aa03-23b18d239a40,Payer,Japan,14.0,Male,iOS,Puzzle,Whale,9,15.49,4302.61,102.62,30.0,"2025-04-08",Credit Card,37564.64,91.62
"9b7c844f-1891-49da-a71d-b0b2719deda5",Payer,Canada,21.0,Male,Android,Strategy,Whale,9,13.64,1945.86,102.62,19.0,"2025-02-07",Gift Card,43928.48,104.10
"2bf7d319-fba5-4d64-9187-358045a4ed40",Payer,Canada,54.0,Male,iOS,Role Playing,Minnow,12,22.70,8.36,102.62,27.0,"2025-03-18",Paypal,48349.504,120.87
bab46c87-b7a7-4e1c-b56f-d1c8d2897733,Payer,Denmark,47.0,Male,Android,Simulation,Minnow,8,16.56,3.71,102.62,22.0,"2025-07-24",Google Pay,38505.926,89.34
"902744c6-0620-47d6-92aa-b1d719b1d50f",Payer,Sri Lanka,52.0,Male,Android,Strategy,Dolphin,8,15.21,393.62,102.62,17.0,"2025-02-09",Debit Card,55909.54,129.12
"38041854-4fcc-41f7-a662-cf466afce86f",Payer,Italy,25.0,Male,iOS,Fighting,Minnow,9,9.59,18.71,102.62,17.0,"2025-08-08",Apple Pay,30628.416,81.89
cc7fffae-d126-4f3b-bbc4-c81213b6bf69,Payer,India,51.0,Male,iOS,Card,Minnow,12,26.29,1.15,102.62,9.0,"2025-07-20",Carrier Billing,41372.87,99.22
"03e7dc1d-dfe5-4677-aff4-239b6a60ad7c",Payer,Switzerland,18.0,Male,Android,Casual,Dolphin,5,21.01,356.98,102.62,18.0,"2025-08-02",Google Pay,38505.926,89.34
"0d4f2cd8-6cee-4133-8cb2-435a0f6d19ef",Payer,Russia,,Female,iOS,Sandbox,Minnow,15,8.90,6.24,102.62,13.0,"2025-04-09",Google Pay,38505.926,89.34
"1afae40f-9b90-4710-a024-13d1d2b4266e",Payer,France,32.0,Male,Android,Action RPG,Minnow,12,14.90,19.04,102.62,17.0,"2025-05-22",Debit Card,55909.54,129.12
"2868c7dc-a4bc-4143-8256-334e29ec7458",Non-payer,USA,54.0,Female,Android,Sandbox,Minnow,13,21.86,0.0,0,,"","",0.0,
"8b27e55c-6841-4e55-ad1d-a953319e7839",Payer,"",34.0,Female,Android,Card,Minnow,11,17.72,9.63,102.62,26.0,"2025-04-27",Google Pay,38505.926,89.34
"51632073-5433-48ef-a95f-a519029bb068",Payer,UK,30.0,Female,Android,Casual,Minnow,10,17.36,1.52,102.62,1.0,"2025-07-29",Gift Card,43928.48,104.10
caddf020-37f9-42c6-b9d3-cf256901e2a9,Payer,Netherlands,31.0,Female,Android,Adventure,Minnow,15,21.20,12.55,102.62,28.0,"2025-06-05",Gift Card,43928.48,104.10
"3d303a23-7484-45ec-ac02-e7e533b6b1f3",Payer,Canada,43.0,Male,iOS,Simulation,Minnow,9,33.73,16.97,102.62,12.0,"2025-02-27",Paypal,48349.504,120.87
c6301a66-20d3-4bd7-9ba5-664de4f1814b,Payer,South Korea,49.0,Male,iOS,Card,Minnow,11,26.68,10.93,102.62,24.0,"2025-03-16",Apple Pay,30628.416,81.89
"9df52d99-a9d8-45d4-804d-d0288f9c88f2",Payer,Norway,54.0,Male,Android,Sports,Minnow,9,23.08,13.62,102.62,7.0,"2025-01-15",Credit Card,37564.64,91.62
"078c53b3-d2f8-4587-a779-d66661ed6351",Payer,Norway,38.0,Male,iOS,Adventure,Minnow,9,17.67,5.88,102.62,19.0,"2025-08-12",Credit Card,37564.64,91.62
"609ec77e-7c64-4486-a77d-da39f5e21576",Payer,Saudi Arabia,17.0,Male,Android,Sandbox,Dolphin,8,29.44,276.54,102.62,11.0,"2025-01-28",Credit Card,37564.64,91.62
b6208d5f-f05f-4b64-a9be-f0e3262c3952,Payer,"",19.0,Female,Android,MMORPG,Minnow,12,19.36,18.17,102.62,18.0,"2025-05-03",Google Pay,38505.926,89.34
cb88b1cf-7ccc-4c4f-98b6-d6906c1bbb20,Payer,Mexico,38.0,Male,iOS,Role Playing,Minnow,7,15.38,11.4,102.62,19.0,"2025-07-11",Carrier Billing,41372.87,99.22
"05ef5257-cb10-41a7-93be-616389d660f2",Payer,Australia,34.0,Male,iOS,Puzzle,Minnow,14,14.21,4.94,102.62,13.0,"2025-06-04",Gift Card,43928.48,104.10
daa87ce2-9524-437b-96f5-d862e44ba2a6,Non-payer,Egypt,20.0,Female,iOS,Adventure,Minnow,12,13.56,0.0,0,,"","",0.0,
"2059ae35-b1ea-4c2a-bbce-b89233c30938",Payer,India,32.0,Female,Android,Sports,Minnow,11,6.96,0.52,102.62,3.0,"2025-04-10",Debit Card,55909.54,129.12
"11826044-01a7-4201-af8a-5a93cc6a9b38",Payer,Spain,16.0,Female,Android,Role Playing,Minnow,7,23.56,7.27,102.62,17.0,"2025-05-28",Gift Card,43928.48,104.10
"69f06b32-f62f-4cf8-b5f2-c33c16ec646c",Payer,UK,36.0,Male,Android,Action RPG,Minnow,3,18.42,11.75,102.62,2.0,"2025-04-22",Apple Pay,30628.416,81.89
"533679ef-f6a5-450d-858b-92a7a2e10de4",Payer,France,48.0,Female,Android,Racing,Minnow,13,31.13,12.61,102.62,22.0,"2025-08-09",Paypal,48349.504,120.87
"5e12bef2-00c7-4634-b3b2-b0926e9cb9fc",Payer,Brazil,35.0,Male,Android,Fighting,Dolphin,12,21.19,337.3,102.62,5.0,"2025-04-30",Gift Card,43928.48,104.10
f60f1c9a-d523-4648-a09c-7928e79fb2be,Payer,UK,50.0,Male,iOS,Strategy,Minnow,9,23.20,17.37,102.62,3.0,"2025-03-06",Debit Card,55909.54,129.12
"9c3598c6-6cd4-4da2-81ed-a8053987aa80",Non-payer,Japan,33.0,Female,Android,Fighting,Minnow,12,26.08,0.0,0,,"","",0.0,
e29badd2-8522-4287-bd03-a80fe9b71548,Payer,Canada,44.0,Female,iOS,Simulation,Minnow,13,14.46,17.18,102.62,14.0,"2025-06-01",Credit Card,37564.64,91.62
"2f9b59a8-8fa4-48cf-abec-3f3dd76aaf86",Payer,Switzerland,36.0,Female,iOS,Casual,Minnow,7,20.17,16.9,102.62,5.0,"2025-03-23",Paypal,48349.504,120.87
"536b79a9-29ac-4636-ae84-f4caff4b4ba0",Payer,USA,29.0,Male,Android,Action RPG,Minnow,6,23.27,13.01,102.62,26.0,"2025-02-14",Debit Card,55909.54,129.12
d7b8a563-a467-4b0a-ad49-476e778e2417,Payer,Sweden,25.0,Female,Android,Action RPG,Minnow,15,20.96,4.6,102.62,13.0,"2025-06-08",Carrier Billing,41372.87,99.22
"3941a6e4-c925-4016-9701-99dacd2b8c81",Payer,Bangladesh,52.0,Male,iOS,Simulation,Minnow,8,25.58,18.21,102.62,2.0,"2025-02-03",Gift Card,43928.48,104.10
b5084cbd-e884-4626-987a-91b4d1506d0d,Payer,Spain,18.0,Male,Android,Strategy,Minnow,9,26.58,19.18,102.62,14.0,"2025-04-06",Apple Pay,30628.416,81.89
"26cead3d-1110-410d-ab56-6e4c54c2d268",Payer,Japan,18.0,Male,Android,Simulation,Minnow,9,32.83,8.97,102.62,4.0,"2025-07-10",Carrier Billing,41372.87,99.22
dc8284d9-82a4-46b2-b871-50348b048411,Payer,India,17.0,Female,Android,Racing,Dolphin,11,28.92,133.39,102.62,26.0,"2025-05-27",Debit Card,55909.54,129.12
b5c61dc0-138d-4d49-ae4a-c4ca75787cb2,Payer,Afghanistan,49.0,Male,Android,Strategy,Whale,9,21.42,4964.45,102.62,11.0,"2025-01-28",Credit Card,37564.64,91.62
"831776e9-a34f-4ea7-a68c-d453907cc5f2",Payer,Japan,40.0,Female,iOS,Card,Dolphin,13,8.23,429.29,102.62,28.0,"2025-03-31",Carrier Billing,41372.87,99.22
"402ee755-ca98-477f-8c8d-a54fc4fa9c29",Payer,Australia,26.0,Male,iOS,Adventure,Minnow,12,33.21,19.91,102.62,21.0,"2025-06-05",Credit Card,37564.64,91.62
b8515403-f053-45b6-9855-735e939cbaaa,Payer,UK,50.0,Male,Android,Simulation,Minnow,4,17.31,12.16,102.62,17.0,"2025-06-21",Apple Pay,30628.416,81.89
"75c92497-1ce3-4fff-8390-7fd40ccdcdc0",Payer,Canada,47.0,Male,Android,Card,Minnow,12,13.71,3.44,102.62,0.0,"2025-03-04",Apple Pay,30628.416,81.89
f995f3e3-ffc4-4eed-abd3-c23ca495f86a,Payer,Norway,44.0,Male,iOS,Sandbox,Minnow,8,12.87,1.59,102.62,28.0,"2025-07-09",Credit Card,37564.64,91.62
"4b416d1d-bd9e-4bfc-b4c9-0597a983fffd",Payer,Australia,13.0,Male,iOS,Action RPG,Minnow,14,22.34,15.76,102.62,14.0,"2025-06-27",Apple Pay,30628.416,81.89
bb33b2f4-a9f7-49f0-893a-1e37582656d8,Payer,Saudi Arabia,33.0,Male,Android,Racing,Minnow,11,12.12,4.9,102.62,29.0,"2025-03-30",Debit Card,55909.54,129.12
"6dcd7ef4-f90d-4745-b0d7-514c8d318ee6",Payer,Bangladesh,24.0,Female,iOS,Sports,Minnow,6,18.87,17.6,102.62,8.0,"2025-04-02",Google Pay,38505.926,89.34
c89433ee-4f4f-42f3-98e6-8ffa5c82a199,Payer,Denmark,29.0,Female,Android,Sandbox,Minnow,16,14.39,11.38,102.62,23.0,"2025-07-04",Google Pay,38505.926,89.34
a6164e91-512e-4fb3-9fd7-e1b81ab01306,Payer,Turkey,52.0,Male,Android,Battle Royale,Minnow,10,24.81,0.73,102.62,2.0,"2025-07-03",Google Pay,38505.926,89.34
bbe10e54-9d0f-4ded-b144-9540adaa29ae,Payer,Egypt,38.0,Female,iOS,MMORPG,Dolphin,13,17.40,180.67,102.62,23.0,"2025-05-15",Apple Pay,30628.416,81.89
f3b619e3-454a-4afa-8727-eb260a7cf161,Payer,Afghanistan,26.0,Male,Android,Puzzle,Minnow,11,30.63,7.62,102.62,2.0,"2025-07-26",Google Pay,38505.926,89.34
a8eb7f0a-2b5b-4e33-b735-bdbcd167e6c9,Payer,Russia,50.0,Female,iOS,MMORPG,Minnow,16,10.29,14.15,102.62,2.0,"2025-06-09",Apple Pay,30628.416,81.89
"491dd37f-368b-4170-a53e-bb50bd2cf501",Payer,France,42.0,Female,Android,Racing,Minnow,6,26.73,17.1,102.62,25.0,"2025-02-25",Google Pay,38505.926,89.34
a2cff92e-52de-4e63-8318-4dfb42c4a445,Payer,Australia,20.0,Male,Android,MOBA,Dolphin,9,22.20,171.0,102.62,7.0,"2025-04-06",Credit Card,37564.64,91.62
"5de124a0-1cb3-4486-87cb-9699cda32a6c",Payer,Brazil,19.0,Male,Android,Strategy,Minnow,4,9.55,7.57,102.62,24.0,"2025-07-25",Carrier Billing,41372.87,99.22
"8bfa625a-9651-4818-a1a2-e1cc6985f12c",Payer,India,31.0,Female,iOS,Role Playing,Minnow,17,8.56,1.3,102.62,1.0,"2025-06-08",Debit Card,55909.54,129.12
a125ceb7-abc0-4e40-a418-2023a5c38edb,Payer,USA,30.0,Male,Android,Casual,Minnow,11,16.27,19.95,102.62,18.0,"2025-03-02",Debit Card,55909.54,129.12
d88da455-eacb-4fc0-b7d8-9ee22f1c0ffa,Non-payer,Saudi Arabia,18.0,Male,Android,Fighting,Minnow,6,34.42,0.0,0,,"","",0.0,
"47b6299d-8f0e-4cb3-8275-f8bc157318c8",Payer,Canada,21.0,Male,Android,Card,Minnow,12,25.93,10.68,102.62,2.0,"2025-07-01",Debit Card,55909.54,129.12
"9e57ae3d-1a32-4913-b522-8b576f672731",Payer,Mexico,37.0,Other,iOS,Racing,Minnow,9,31.60,2.07,102.62,25.0,"2025-08-10",Google Pay,38505.926,89.34
"55b14ef0-9383-48b5-9e88-b5814331b23d",Non-payer,UK,,Female,iOS,Puzzle,Minnow,12,24.44,0.0,0,,"","",0.0,
"3e38f13d-0869-44c3-aec1-f204f7a370ef",Payer,Turkey,33.0,Male,Android,Battle Royale,Minnow,11,11.48,17.44,102.62,12.0,"2025-01-04",Debit Card,55909.54,129.12
"5f20a679-6f98-4bbd-b463-819edc54b2b9",Payer,Netherlands,28.0,Male,Android,"",Dolphin,9,14.12,321.93,102.62,0.0,"2025-07-14",Debit Card,55909.54,129.12
"523abcfa-4d38-4a89-b5f5-ce5e4f215fcf",Payer,Bangladesh,,Male,iOS,MMORPG,Minnow,9,15.10,9.37,102.62,11.0,"2025-08-09",Credit Card,37564.64,91.62
bb8e3213-005c-4565-81a3-27fdbf103c57,Payer,Japan,39.0,Male,Android,MOBA,Minnow,14,17.34,1.24,102.62,8.0,"2025-07-13",Debit Card,55909.54,129.12
d5913936-3c9e-4b38-96ed-6d151d5f3e95,Payer,Switzerland,51.0,Male,iOS,MMORPG,Minnow,11,10.41,7.13,102.62,27.0,"2025-02-15",Gift Card,43928.48,104.10
"6c2a5488-7147-4d3b-b05d-73991b8c8730",Payer,Turkey,51.0,Male,Android,Sports,Whale,12,9.58,2115.84,102.62,15.0,"2025-07-05",Paypal,48349.504,120.87
cd5a9e40-7add-48fb-8adf-99796d5072fb,Payer,Denmark,50.0,Male,iOS,Puzzle,Dolphin,9,15.95,147.28,102.62,29.0,"2025-03-15",Apple Pay,30628.416,81.89
f8f073c4-5291-4675-a58f-d178815d0d96,Payer,Egypt,22.0,Male,Android,Card,Minnow,6,18.41,9.4,102.62,14.0,"2025-02-18",Google Pay,38505.926,89.34
"713e8104-54bd-470c-a778-3fbc4a9290a0",Payer,Spain,24.0,Male,Android,Role Playing,Minnow,12,8.75,13.22,102.62,7.0,"2025-04-21",Credit Card,37564.64,91.62
e679e2e0-b0b0-4522-96d0-504f0e7cbf06,Payer,Germany,25.0,Female,Android,Puzzle,Minnow,10,29.58,5.67,102.62,8.0,"2025-07-16",Debit Card,55909.54,129.12
"80c3199d-e975-4ccd-85ef-13c59aa1f805",Payer,Turkey,28.0,Male,iOS,Fighting,Minnow,7,26.81,5.59,102.62,4.0,"2025-07-08",Credit Card,37564.64,91.62
"9d7e9a20-197d-4104-9886-808d8b9afe03",Payer,Switzerland,23.0,Female,Android,Sports,Minnow,8,34.86,12.58,102.62,25.0,"2025-01-09",Credit Card,37564.64,91.62
a6eccba4-c776-4d6d-97b0-facfb3198010,Payer,Iran,39.0,Female,Android,Action RPG,Minnow,12,12.04,11.66,102.62,20.0,"2025-01-10",Debit Card,55909.54,129.12
e02f17d6-dec7-440c-ad82-3c5b78120050,Payer,India,20.0,Female,iOS,Adventure,Minnow,12,27.15,19.56,102.62,26.0,"2025-03-16",Gift Card,43928.48,104.10
"96719446-f2bc-47cf-83e5-3f74da1ea9e4",Payer,UK,36.0,Male,Android,MOBA,Minnow,11,27.16,11.14,102.62,27.0,"2025-04-19",Credit Card,37564.64,91.62
f5bcac4c-23dc-41aa-86f8-6a7e62262f89,Payer,South Korea,28.0,Female,Android,Battle Royale,Minnow,6,21.63,2.9,102.62,26.0,"2025-03-21",Paypal,48349.504,120.87
ba8e2c67-c8d7-4eea-9140-de8b5a8c7408,Payer,Iran,53.0,Male,iOS,Sandbox,Minnow,17,15.09,16.22,102.62,2.0,"2025-05-28",Apple Pay,30628.416,81.89
"24cbe32b-e245-4402-a633-a4bb912b6c53",Payer,Iran,26.0,Female,Android,Battle Royale,Minnow,8,13.30,14.73,102.62,25.0,"2025-07-12",Google Pay,38505.926,89.34
"7274e19d-b3cc-4e0c-9260-4fd47a7355f0",Payer,Italy,17.0,Female,Android,Action RPG,Minnow,12,27.07,10.27,102.62,20.0,"2025-05-12",Credit Card,37564.64,91.62
f0606a81-b49e-42ec-8439-5a2c8537ba31,Payer,Netherlands,13.0,Male,Android,MOBA,Dolphin,7,10.12,60.34,102.62,20.0,"2025-06-14",Gift Card,43928.48,104.10
"1a1197fb-e7c7-498f-8f62-740898e0ad28",Payer,Bangladesh,38.0,Male,iOS,Racing,Minnow,6,25.83,13.11,102.62,17.0,"2025-06-15",Google Pay,38505.926,89.34
"36fffb0c-b111-40a3-9d01-b960914e05c3",Payer,China,49.0,Male,Android,Simulation,Minnow,18,11.26,6.77,102.62,10.0,"2025-07-11",Paypal,48349.504,120.87
"2712e660-4d07-4b97-ae2f-f260de26762f",Payer,Netherlands,49.0,Male,Android,Sandbox,Minnow,8,22.75,12.28,102.62,27.0,"2025-06-24",Gift Card,43928.48,104.10
"5f40e5c4-5bdf-49cd-a1c5-0db095391e26",Payer,"",29.0,Female,Android,Fighting,Minnow,8,29.78,12.59,102.62,1.0,"2025-04-04",Credit Card,37564.64,91.62
a1569884-f0ba-4715-9625-79bd34e31a29,Payer,Saudi Arabia,33.0,Male,Android,Sports,Minnow,7,21.41,7.33,102.62,19.0,"2025-01-13",Apple Pay,30628.416,81.89
"1bd97852-263c-43ed-afbd-515619bb6713",Payer,Spain,27.0,Male,iOS,Casual,Minnow,8,20.36,15.85,102.62,12.0,"2025-08-09",Google Pay,38505.926,89.34
"44f04607-d70e-43e7-9946-cfccd2c506ff",Payer,Spain,26.0,Male,Android,Action RPG,Minnow,8,28.72,19.13,102.62,0.0,"2025-01-26",Gift Card,43928.48,104.10
"6a3e7755-15d2-4261-b6b9-2040975ba87c",Payer,UK,24.0,Female,iOS,Role Playing,Minnow,9,30.91,4.91,102.62,19.0,"2025-01-19",Apple Pay,30628.416,81.89
"765f67bd-0006-4e9a-b3b1-d017e9e42fa3",Payer,Brazil,22.0,Female,iOS,Card,Dolphin,13,16.29,312.71,102.62,2.0,"2025-07-15",Google Pay,38505.926,89.34
"65c9070d-a1dc-46a1-8041-f1ff52f0b476",Payer,South Korea,44.0,Female,iOS,MOBA,Minnow,7,17.22,15.49,102.62,2.0,"2025-04-18",Carrier Billing,41372.87,99.22
"63c439e3-2274-4107-9dc5-e93cd5325423",Payer,Australia,24.0,Female,Android,Simulation,Minnow,12,28.59,10.65,102.62,22.0,"2025-02-23",Carrier Billing,41372.87,99.22
ea67c7b3-f672-4d1f-a87c-b6ad687805d7,Non-payer,Mexico,52.0,Male,iOS,MOBA,Minnow,13,12.44,0.0,0,,"","",0.0,
"8840c167-29ab-4573-ba75-be52c1b9e508",Payer,Afghanistan,20.0,Male,Android,Fighting,Minnow,10,17.25,13.65,102.62,30.0,"2025-08-07",Debit Card,55909.54,129.12
e9eadb83-df6f-4f35-a218-b11768a69681,Payer,Norway,40.0,Male,iOS,Battle Royale,Whale,15,29.00,3256.73,102.62,28.0,"2025-03-26",Google Pay,38505.926,89.34
"1d725650-a2de-4bde-b2c1-0a2116831067",Payer,China,19.0,Male,iOS,Casual,Minnow,10,13.37,0.31,102.62,21.0,"2025-06-13",Apple Pay,30628.416,81.89
d4cb7f92-952d-4528-b4bb-96d4a9bd038a,Non-payer,Italy,37.0,Male,"",Strategy,Minnow,9,8.16,0.0,0,,"","",0.0,
bdac696e-6890-437b-97cc-6979587048bd,Payer,Egypt,36.0,Male,Android,MMORPG,Dolphin,6,8.03,479.61,102.62,15.0,"2025-08-13",Debit Card,55909.54,129.12
"3e5c7e39-a2e3-4e94-a2fb-210453694387",Payer,Germany,51.0,Male,iOS,Sandbox,Minnow,6,6.48,12.48,102.62,19.0,"2025-06-21",Apple Pay,30628.416,81.89
"8bbdc323-6d6a-47f7-9ef9-0ed2d2d6cb0a",Payer,Italy,26.0,Female,Android,Adventure,Minnow,16,18.02,19.06,102.62,24.0,"2025-04-30",Credit Card,37564.64,91.62
a6fa3862-4789-466e-8f29-f08d754e9e8c,Payer,Spain,34.0,Male,Android,Puzzle,Minnow,11,23.75,9.64,102.62,4.0,"2025-02-28",Carrier Billing,41372.87,99.22
"1f582143-b515-493b-86c9-8a36fedffabe",Non-payer,USA,25.0,Female,Android,Puzzle,Minnow,9,22.35,0.0,0,,"","",0.0,
"40462d77-d324-497b-80f8-f94c9bcfb5ef",Payer,Bangladesh,27.0,Male,iOS,Simulation,Dolphin,7,24.89,237.35,102.62,25.0,"2025-07-25",Google Pay,38505.926,89.34
f952dd17-61b1-4f47-a01f-19e66d0b84dc,Non-payer,Sweden,40.0,Female,iOS,Fighting,Dolphin,10,25.38,0.0,0,,"","",0.0,
b896ef32-5e12-4eed-a8a3-b144188deb8f,Payer,China,42.0,"",Android,Casual,Minnow,6,27.59,1.74,102.62,24.0,"2025-07-25",Apple Pay,30628.416,81.89
c1833346-8b2d-4775-bdb9-de5e417013e9,Payer,France,50.0,Male,iOS,MOBA,Minnow,13,13.64,6.44,102.62,12.0,"2025-06-07",Google Pay,38505.926,89.34
"92ef0133-13ca-4f43-bedb-bf91815bf36f",Payer,Sri Lanka,43.0,Male,Android,Battle Royale,Dolphin,15,20.58,165.58,102.62,19.0,"2025-06-19",Gift Card,43928.48,104.10
"2da8404d-b63d-4c9c-a0f4-35aff413d004",Payer,India,26.0,Male,Android,Role Playing,Minnow,7,32.16,6.95,102.62,29.0,"2025-04-24",Gift Card,43928.48,104.10
b4ede4a8-eea4-4416-a89a-5a92a700a1f2,Payer,India,36.0,Male,Android,Adventure,Dolphin,16,9.31,310.59,102.62,1.0,"2025-05-05",Debit Card,55909.54,129.12
b23912e7-0c77-4bb1-a4c8-3c6937a6b24f,Payer,India,36.0,Male,Android,Puzzle,Minnow,13,33.31,6.01,102.62,0.0,"2025-04-10",Debit Card,55909.54,129.12
d6015577-c9c0-4570-af35-db924ca0bdc8,Payer,Spain,52.0,Male,iOS,Simulation,Minnow,6,27.62,5.85,102.62,20.0,"2025-02-21",Debit Card,55909.54,129.12
c97c7aeb-5d60-4f9c-9e55-cdce38c7e8e1,Non-payer,Mexico,43.0,Male,iOS,Racing,Minnow,8,22.52,0.0,0,,"","",0.0,
ed7b7b9c-22a6-4558-8f8a-8a4556b2e093,Payer,South Korea,13.0,Female,iOS,Puzzle,Minnow,12,28.12,15.72,102.62,23.0,"2025-07-19",Debit Card,55909.54,129.12
f7668438-a3c8-4a02-bd33-6840b93697de,Payer,Bangladesh,18.0,Female,Android,Simulation,Minnow,8,13.37,3.29,102.62,12.0,"2025-08-02",Google Pay,38505.926,89.34
"247a935c-a5c4-46cb-aeaf-f553682d79a9",Payer,Spain,53.0,Female,Android,Adventure,Minnow,7,17.68,8.95,102.62,14.0,"2025-01-04",Carrier Billing,41372.87,99.22
be14daac-e920-483b-9e35-cba65b3bfd92,Payer,India,46.0,Female,Android,MOBA,Minnow,6,27.58,9.28,102.62,22.0,"2025-02-18",Google Pay,38505.926,89.34
"1c6b1ac6-1002-4b36-8fd5-1c10ae5b632c",Payer,Mexico,23.0,Female,iOS,MOBA,Minnow,14,8.36,13.2,102.62,9.0,"2025-02-17",Credit Card,37564.64,91.62
d1ff9108-e92c-44de-b5ea-c529d1783957,Payer,Mexico,41.0,Male,Android,Card,Dolphin,8,27.81,214.51,102.62,16.0,"2025-04-29",Carrier Billing,41372.87,99.22
b4bc9ecf-7216-4ca9-bc91-5d590ddd1a9d,Payer,Canada,14.0,Male,Android,Sandbox,Minnow,11,15.93,3.73,102.62,10.0,"2025-06-11",Debit Card,55909.54,129.12
ed298fb4-3ea3-4c92-a538-7fe6fe7a7bb5,Payer,Iran,18.0,Female,Android,Role Playing,Minnow,9,34.04,10.51,102.62,17.0,"2025-05-03",Debit Card,55909.54,129.12
"5b49451a-0ed2-42c0-89f1-e5dbd4ee61da",Payer,China,18.0,Female,Android,Racing,Dolphin,8,12.92,349.69,102.62,9.0,"2025-01-08",Paypal,48349.504,120.87
